,ZCTA5CE10,GEOID10,INTPTLAT10,INTPTLON10
627,13477,13477,+43.0328940,-075.5129481
628,13478,13478,+43.1440125,-075.5818973
629,13480,13480,+42.9178557,-075.3631633
630,13483,13483,+43.3973355,-075.8260608
631,13484,13484,+42.8663247,-075.6591905
632,13485,13485,+42.7875277,-075.3152237
633,13486,13486,+43.3451470,-075.3445989
634,13488,13488,+42.6886379,-074.7505890
635,13489,13489,+43.4607737,-075.5524629
636,13678,13678,+44.8137664,-074.9929182
637,13679,13679,+44.3198905,-075.7706045
638,13680,13680,+44.5959884,-075.3233981
639,13681,13681,+44.4280457,-075.3731328
640,13682,13682,+43.8433105,-075.9018901
641,13684,13684,+44.3565955,-075.0131413
642,13812,13812,+42.0300605,-076.3547516
643,13813,13813,+42.1637061,-075.5513375
644,13815,13815,+42.5478662,-075.5308555
645,10011,10011,+40.7420017,-074.0005940
646,10012,10012,+40.7255806,-073.9980784
647,10013,10013,+40.7201070,-074.0049277
648,10469,10469,+40.8685697,-073.8482176
649,10470,10470,+40.8895273,-073.8726596
650,10471,10471,+40.8988142,-073.9033099
651,10472,10472,+40.8295557,-073.8693594
652,10473,10473,+40.8186904,-073.8584741
653,10474,10474,+40.8106143,-073.8844115
654,10475,10475,+40.8752590,-073.8238170
655,10996,10996,+41.3936995,-073.9721745
656,10998,10998,+41.3240483,-074.5411921
657,11001,11001,+40.7233167,-073.7049494
658,11003,11003,+40.6991762,-073.7061660
659,11004,11004,+40.7461981,-073.7114694
660,11005,11005,+40.7565778,-073.7141781
661,11378,11378,+40.7247442,-073.9096392
662,11379,11379,+40.7167485,-073.8796014
663,11385,11385,+40.7006713,-073.8894333
664,11411,11411,+40.6940211,-073.7362177
665,11718,11718,+40.7231770,-073.2684880
666,11975,11975,+40.9411073,-072.2444661
667,11976,11976,+40.9223930,-072.3507042
668,11977,11977,+40.8274669,-072.6789826
669,11978,11978,+40.8263225,-072.6490079
670,11980,11980,+40.8316524,-072.9237604
671,12007,12007,+42.4556650,-073.9271432
672,12008,12008,+42.8534880,-073.9065346
673,12009,12009,+42.6975663,-074.0355422
674,12010,12010,+42.9376257,-074.1733322
675,12015,12015,+42.2948864,-073.8248374
676,12017,12017,+42.3211482,-073.4559284
677,12166,12166,+42.8336045,-074.4454926
678,12167,12167,+42.4249422,-074.5780362
679,12168,12168,+42.5608620,-073.3807138
680,12169,12169,+42.5928874,-073.4480357
681,12170,12170,+43.0019559,-073.6672714
682,12172,12172,+42.2887644,-073.7392121
683,12450,12450,+42.1332471,-074.2442796
684,12451,12451,+42.3048926,-073.9481757
685,12452,12452,+42.2523845,-074.3649375
686,12453,12453,+42.0933886,-073.9362806
687,12454,12454,+42.2869511,-074.1494949
688,12455,12455,+42.1407103,-074.6595233
689,12456,12456,+42.0329970,-073.9982778
690,12457,12457,+42.0440716,-074.2525008
691,12458,12458,+41.8229184,-074.4320804
692,12589,12589,+41.6237911,-074.1587714
693,12590,12590,+41.5925557,-073.8868533
694,12592,12592,+41.8020737,-073.5786239
695,12784,12784,+41.6698769,-074.6382401
696,13063,13063,+42.8478488,-075.9779606
697,13064,13064,+43.3289957,-076.7119146
698,13066,13066,+43.0324750,-076.0006673
699,13068,13068,+42.4924307,-076.3591991
700,13069,13069,+43.3292776,-076.3806576
701,13071,13071,+42.6751032,-076.5425860
702,13072,13072,+42.7622103,-075.7639888
703,13073,13073,+42.5836700,-076.3879231
704,13074,13074,+43.3109165,-076.5498428
705,13076,13076,+43.3537167,-076.1493189
706,13077,13077,+42.7279725,-076.2110425
707,13078,13078,+42.9584843,-076.0610773
708,13080,13080,+43.0932101,-076.4852579
709,13302,13302,+43.4981099,-075.9650678
710,13303,13303,+43.3674145,-075.4682123
711,13304,13304,+43.2438800,-075.1602866
712,13305,13305,+43.8922889,-075.4211714
713,13308,13308,+43.2512658,-075.6576680
714,13309,13309,+43.4520051,-075.3554434
715,13310,13310,+42.8896200,-075.5715448
716,13312,13312,+43.6970769,-075.1947006
717,13313,13313,+42.8802211,-075.2729019
718,13490,13490,+43.1100800,-075.4265106
719,13491,13491,+42.8641347,-075.1681327
720,13492,13492,+43.1146040,-075.3376798
721,13493,13493,+43.4328431,-075.8975089
722,13494,13494,+43.5325290,-075.1412878
723,13820,13820,+42.4834307,-075.0369046
724,13825,13825,+42.4355774,-075.2045527
725,13826,13826,+42.0998199,-075.6387961
726,13827,13827,+42.1178268,-076.2491663
727,13830,13830,+42.4355844,-075.6276250
728,13832,13832,+42.6581303,-075.6722156
729,13833,13833,+42.1982051,-075.7686319
730,13834,13834,+42.5309815,-074.9658947
731,13835,13835,+42.3832140,-076.1789961
732,13838,13838,+42.2850988,-075.3881267
733,13839,13839,+42.2620386,-075.2520511
734,13841,13841,+42.4069898,-075.8421615
735,13842,13842,+42.3767000,-074.7236090
736,13843,13843,+42.5067111,-075.3814096
737,13844,13844,+42.6081789,-075.6683170
738,10501,10501,+41.2956079,-073.7584898
739,10502,10502,+41.0116021,-073.8414334
740,10503,10503,+41.0265555,-073.8753095
741,10504,10504,+41.1284683,-073.7075205
742,10505,10505,+41.3420895,-073.7454489
743,10506,10506,+41.1908890,-073.6384791
744,10507,10507,+41.2278962,-073.6860475
745,10509,10509,+41.4108547,-073.5943395
746,11010,11010,+40.7005873,-073.6750185
747,11020,11020,+40.7714420,-073.7148193
748,11021,11021,+40.7843194,-073.7314877
749,11023,11023,+40.7987003,-073.7337023
750,11024,11024,+40.8160897,-073.7414145
751,11412,11412,+40.6980953,-073.7589862
752,11413,11413,+40.6716586,-073.7525684
753,11414,11414,+40.6576043,-073.8448040
754,11719,11719,+40.7821525,-072.9121035
755,11720,11720,+40.8702914,-073.0820967
756,11721,11721,+40.9007591,-073.3724471
757,11722,11722,+40.7830334,-073.1949266
758,12018,12018,+42.6288327,-073.5207704
759,12019,12019,+42.9343514,-073.8818081
760,12020,12020,+43.0015893,-073.8681233
761,12022,12022,+42.6569474,-073.3338376
762,12023,12023,+42.5985582,-074.1830220
763,12024,12024,+42.4767879,-073.5332782
764,12025,12025,+43.0833458,-074.1380924
765,12027,12027,+42.9354148,-073.9078155
766,12028,12028,+42.9344418,-073.4422695
767,12029,12029,+42.4159562,-073.4249651
768,12173,12173,+42.3800128,-073.7596604
769,12174,12174,+42.3534487,-073.7284365
770,12459,12459,+42.2403819,-074.6788929
771,12460,12460,+42.4156150,-074.1475898
772,12461,12461,+41.9049608,-074.2679977
773,12463,12463,+42.2055928,-074.0207743
774,12464,12464,+42.0276845,-074.3599485
775,12465,12465,+42.1571532,-074.4600165
776,12466,12466,+41.9043446,-073.9790252
777,12468,12468,+42.3041773,-074.4271852
778,12469,12469,+42.4477405,-074.2385853
779,12470,12470,+42.3003871,-074.0954755
780,12471,12471,+41.8438707,-074.0413439
781,12472,12472,+41.8470900,-074.0795445
782,12473,12473,+42.2581658,-074.0410067
783,12474,12474,+42.3238066,-074.5830340
784,12475,12475,+42.0152365,-074.0154316
785,12477,12477,+42.0919434,-073.9900060
786,12480,12480,+42.1353766,-074.3912522
787,12594,12594,+41.6844014,-073.5576771
788,12601,12601,+41.7019083,-073.9115211
789,12785,12785,+41.5323908,-074.5612712
790,12786,12786,+41.6386296,-074.8572035
791,12787,12787,+41.7953958,-074.8450227
792,12788,12788,+41.7875393,-074.5893145
793,12789,12789,+41.7041265,-074.5710250
794,12790,12790,+41.5921213,-074.5176033
795,12791,12791,+41.8172750,-074.8928703
796,12792,12792,+41.5139197,-074.9598198
797,12801,12801,+43.3111604,-073.6452865
798,12803,12803,+43.2900778,-073.6293627
799,12804,12804,+43.3409540,-073.6859114
800,12808,12808,+43.7601479,-073.7156178
801,12809,12809,+43.2370779,-073.4545055
802,12910,12910,+44.8550306,-073.6364130
803,12911,12911,+44.5214398,-073.4608053
804,12912,12912,+44.4809500,-073.7724959
805,12913,12913,+44.4300974,-074.0022117
806,12914,12914,+44.9274191,-074.6029416
807,12916,12916,+44.8340515,-074.5156646
808,12917,12917,+44.9276383,-074.1789087
809,12918,12918,+44.7007362,-073.6766570
810,12919,12919,+44.9645348,-073.4470816
811,12920,12920,+44.8827685,-074.0660116
812,12921,12921,+44.8913365,-073.4380734
813,12922,12922,+44.2866138,-074.7021138
814,12923,12923,+44.9603108,-073.9394248
815,12924,12924,+44.4813537,-073.5806174
816,12926,12926,+44.9508174,-074.3289971
817,13314,13314,+42.8165329,-075.3191037
818,13315,13315,+42.7441435,-075.1436113
819,13316,13316,+43.4189170,-075.7397400
820,13317,13317,+42.8540953,-074.5908355
821,13318,13318,+42.9201816,-075.2615381
822,13319,13319,+43.0264357,-075.2669251
823,13320,13320,+42.7778052,-074.7407984
824,13321,13321,+43.0877788,-075.3706351
825,13322,13322,+42.9543453,-075.2016568
826,13323,13323,+43.0399760,-075.3793664
827,13324,13324,+43.3258784,-074.9666570
828,13495,13495,+43.1108895,-075.2774969
829,13501,13501,+43.0812830,-075.2258335
830,13685,13685,+43.9254667,-076.0855190
831,13845,13845,+42.0534309,-076.3549236
832,13846,13846,+42.3637233,-075.0547457
833,13847,13847,+42.1805953,-075.2921377
834,13849,13849,+42.3500958,-075.3093171
835,13850,13850,+42.0493945,-076.0175936
836,13856,13856,+42.1710413,-075.1833160
837,13859,13859,+42.3724854,-075.2452544
838,13860,13860,+42.4479599,-074.9419863
839,13861,13861,+42.5085403,-075.1510920
840,10014,10014,+40.7336977,-074.0070331
841,10016,10016,+40.7452204,-073.9782938
842,10017,10017,+40.7523468,-073.9724169
843,10018,10018,+40.7553294,-073.9931272
844,10019,10019,+40.7657930,-073.9870674
845,10020,10020,+40.7582363,-073.9788330
846,10021,10021,+40.7691586,-073.9586301
847,10022,10022,+40.7585548,-073.9678171
848,10023,10023,+40.7759212,-073.9826066
849,10024,10024,+40.7984520,-073.9744135
850,10025,10025,+40.7986009,-073.9666227
851,10026,10026,+40.8023805,-073.9526814
852,10027,10027,+40.8118190,-073.9532236
853,10028,10028,+40.7764265,-073.9534932
854,10029,10029,+40.7916981,-073.9438757
855,10030,10030,+40.8182666,-073.9428564
856,10031,10031,+40.8252941,-073.9500562
857,10032,10032,+40.8388244,-073.9428461
858,10033,10033,+40.8505376,-073.9338627
859,10034,10034,+40.8672300,-073.9244152
860,10510,10510,+41.1389974,-073.8348915
861,10511,10511,+41.2654277,-073.9431922
862,10512,10512,+41.4442016,-073.7142347
863,10514,10514,+41.1723298,-073.7689478
864,11030,11030,+40.7934088,-073.6885490
865,11040,11040,+40.7453467,-073.6802919
866,11042,11042,+40.7585378,-073.6972238
867,11050,11050,+40.8398955,-073.6931279
868,11096,11096,+40.6213463,-073.7569899
869,11101,11101,+40.7471297,-073.9397356
870,11102,11102,+40.7728839,-073.9262952
871,11103,11103,+40.7625741,-073.9134473
872,11104,11104,+40.7446166,-073.9202137
873,11105,11105,+40.7788766,-073.9067685
874,11106,11106,+40.7622113,-073.9315281
875,11724,11724,+40.8642238,-073.4563827
876,11725,11725,+40.8404817,-073.2807884
877,11726,11726,+40.6787891,-073.3957293
878,11727,11727,+40.8820729,-073.0040135
879,12031,12031,+42.7660368,-074.4516102
880,12032,12032,+43.1240078,-074.5250700
881,12175,12175,+42.5447126,-074.5562308
882,12176,12176,+42.3820168,-073.9808619
883,12177,12177,+42.9512226,-074.2870663
884,12180,12180,+42.7485880,-073.5995364
885,12182,12182,+42.7996988,-073.6308644
886,12183,12183,+42.7478701,-073.6925954
887,12184,12184,+42.4200389,-073.6531774
888,12185,12185,+42.8625208,-073.5541117
889,12186,12186,+42.6331637,-073.9771876
890,12187,12187,+42.6188403,-074.4635543
891,12188,12188,+42.8212290,-073.6955211
892,12189,12189,+42.7363415,-073.7175213
893,12190,12190,+43.4756306,-074.2854096
894,12192,12192,+42.4090306,-073.8276760
895,12193,12193,+42.5227595,-074.0432682
896,12194,12194,+42.5284386,-074.4476295
897,12481,12481,+41.9873480,-074.2284346
898,12482,12482,+42.2681428,-073.9554463
899,12483,12483,+41.6723843,-074.4220011
900,12484,12484,+41.8618435,-074.1765324
901,12485,12485,+42.2049978,-074.1441971
902,12486,12486,+41.8324170,-074.0639836
903,12810,12810,+43.4919676,-073.9859413
904,12927,12927,+44.2073263,-074.8097029
905,12928,12928,+43.9638477,-073.5833012
906,12929,12929,+44.7200268,-073.7192341
907,12930,12930,+44.7204575,-074.5432290
908,12932,12932,+44.2148799,-073.6102001
909,12933,12933,+44.8909939,-073.8453405
910,12934,12934,+44.8753114,-073.8737529
911,12935,12935,+44.8446568,-073.7969330
912,12936,12936,+44.2850615,-073.4014495
913,13081,13081,+42.6736171,-076.6271522
914,13082,13082,+43.1027302,-075.9598885
915,13325,13325,+43.5828288,-075.5270915
916,13326,13326,+42.7225107,-074.8953708
917,13327,13327,+43.9729293,-075.2623088
918,13328,13328,+42.9850957,-075.4290266
919,13329,13329,+43.1109788,-074.7035102
920,13331,13331,+43.8663106,-074.8808843
921,13332,13332,+42.7641873,-075.5817645
922,13333,13333,+42.8369947,-074.8186441
923,13334,13334,+42.8270395,-075.6564267
924,13335,13335,+42.7022600,-075.2482239
925,13337,13337,+42.7578040,-074.9995446
926,13338,13338,+43.5103794,-074.9823469
927,13339,13339,+42.9368964,-074.6586598
928,13340,13340,+43.0616416,-075.1285696
929,13341,13341,+43.0360865,-075.3968906
930,13342,13342,+42.6541428,-075.1952339
931,13343,13343,+43.7512386,-075.3114999
932,13345,13345,+43.6871082,-075.3212539
933,13346,13346,+42.8185035,-075.5429070
934,13348,13348,+42.7099816,-075.0669261
935,13502,13502,+43.1412641,-075.1547072
936,13601,13601,+43.9688922,-075.9065013
937,13602,13602,+44.0665330,-075.7783110
938,13603,13603,+44.0359736,-075.7938128
939,13605,13605,+43.8072941,-076.0502854
940,13606,13606,+43.8725674,-076.0147211
941,13607,13607,+44.2985118,-075.9357356
942,13687,13687,+44.4329637,-074.8366565
943,13690,13690,+44.1083654,-074.9912031
944,13691,13691,+44.2272201,-075.7738749
945,13862,13862,+42.3309579,-075.9310082
946,13863,13863,+42.4554947,-075.8989150
947,13864,13864,+42.2716683,-076.3886218
948,10035,10035,+40.7956523,-073.9297309
949,10516,10516,+41.4620996,-073.8750025
950,10517,10517,+41.2982431,-073.8619929
951,10518,10518,+41.2661596,-073.5882514
952,10519,10519,+41.3523455,-073.6526622
953,10520,10520,+41.2264784,-073.8677872
954,10522,10522,+41.0103101,-073.8637463
955,10523,10523,+41.0593406,-073.8194574
956,10524,10524,+41.3752415,-073.9261223
957,10526,10526,+41.2911139,-073.6705324
958,10527,10527,+41.3211825,-073.7698785
959,10528,10528,+40.9747520,-073.7257773
960,11415,11415,+40.7079170,-073.8282116
961,11416,11416,+40.6846542,-073.8495484
962,11417,11417,+40.6764460,-073.8444429
963,11418,11418,+40.7002721,-073.8359709
964,11419,11419,+40.6886731,-073.8229179
965,11420,11420,+40.6735844,-073.8177332
966,11421,11421,+40.6940617,-073.8586257
967,11422,11422,+40.6600603,-073.7360117
968,11729,11729,+40.7626975,-073.3214450
969,11730,11730,+40.7168865,-073.1698184
970,11731,11731,+40.8626476,-073.3169476
971,11732,11732,+40.8447364,-073.5369011
972,11733,11733,+40.9402473,-073.1127839
973,12033,12033,+42.5431382,-073.7054993
974,12035,12035,+42.7306680,-074.3577113
975,12036,12036,+42.5415140,-074.6730531
976,12037,12037,+42.3447253,-073.5671256
977,12040,12040,+42.6373500,-073.3507209
978,12041,12041,+42.5779433,-073.9526600
979,12042,12042,+42.4165177,-073.9382062
980,12195,12195,+42.4827890,-073.4750880
981,12196,12196,+42.6317862,-073.6139458
982,12197,12197,+42.6099990,-074.7247492
983,12198,12198,+42.6727685,-073.6335738
984,12202,12202,+42.6337520,-073.7632483
985,12203,12203,+42.6787631,-073.8458688
986,12204,12204,+42.6915250,-073.7337966
987,12487,12487,+41.8693989,-073.9987950
988,12489,12489,+41.7504847,-074.3582933
989,12603,12603,+41.6758676,-073.8644835
990,12604,12604,+41.6882662,-073.8922605
991,12811,12811,+43.6054655,-074.0283275
992,12812,12812,+43.8757939,-074.3897668
993,12814,12814,+43.6245388,-073.6362023
994,12815,12815,+43.6959515,-073.6678739
995,12816,12816,+43.0442357,-073.3820319
996,12817,12817,+43.6395854,-073.8236284
997,12819,12819,+43.5908696,-073.4685467
998,12821,12821,+43.4535637,-073.4159946
999,12822,12822,+43.2285128,-073.9222158
1000,12937,12937,+44.9608471,-074.4784550
1001,12939,12939,+44.4329549,-074.1608277
1002,12941,12941,+44.3484577,-073.7056672
1003,12942,12942,+44.2325628,-073.8275786
1004,12943,12943,+44.1227579,-073.8835165
1005,12944,12944,+44.4423673,-073.5147512
1006,12945,12945,+44.3090909,-074.2404396
1007,12946,12946,+44.2061128,-074.0462805
1008,12950,12950,+44.3183691,-073.5812456
1009,12952,12952,+44.7083178,-073.9056595
1010,12953,12953,+44.7451882,-074.2601125
1011,12955,12955,+44.8066497,-073.9704214
1012,13083,13083,+43.6459718,-075.9786764
1013,13084,13084,+42.8805412,-076.1244744
1014,13087,13087,+42.7085969,-076.1540501
1015,13350,13350,+43.0611604,-075.0006182
1016,13352,13352,+43.3133372,-075.1162076
1017,13353,13353,+43.4473261,-074.6946183
1018,13354,13354,+43.2650927,-075.2684967
1019,13355,13355,+42.8098408,-075.4304344
1020,13608,13608,+44.2546857,-075.6153395
1021,13612,13612,+43.9852366,-075.7693700
1022,13613,13613,+44.8706134,-074.7504430
1023,13614,13614,+44.5308918,-075.6911670
1024,13615,13615,+44.0291033,-075.9885035
1025,13616,13616,+44.0300782,-075.8575732
1026,13617,13617,+44.5805311,-075.1427671
1027,13618,13618,+44.1147661,-076.2909813
1028,13619,13619,+43.9789520,-075.6009765
1029,13620,13620,+43.9087819,-075.4483247
1030,13621,13621,+44.8336912,-075.0802721
1031,13622,13622,+44.0992341,-076.1093048
1032,13865,13865,+42.0320609,-075.6156170
1033,13901,13901,+42.1831807,-075.8760650
1034,13902,13902,+42.0888237,-075.9688831
1035,13903,13903,+42.0418859,-075.8890725
1036,13904,13904,+42.1341235,-075.8202064
1037,13905,13905,+42.1704356,-075.9434343
1038,14001,14001,+43.0365931,-078.5108560
1039,14004,14004,+42.8913713,-078.5036874
1040,14005,14005,+42.9205858,-078.2500655
1041,10036,10036,+40.7592804,-073.9899094
1042,10037,10037,+40.8129844,-073.9372850
1043,10038,10038,+40.7093204,-074.0025324
1044,10039,10039,+40.8308558,-073.9360686
1045,10040,10040,+40.8582976,-073.9305196
1046,10044,10044,+40.7620505,-073.9499330
1047,10065,10065,+40.7645840,-073.9630128
1048,10069,10069,+40.7759783,-073.9905277
1049,10530,10530,+41.0237120,-073.8128101
1050,10532,10532,+41.0992784,-073.8003267
1051,10533,10533,+41.0369274,-073.8548636
1052,10535,10535,+41.3351693,-073.7939193
1053,10536,10536,+41.2690983,-073.6886937
1054,10537,10537,+41.3397400,-073.8823490
1055,10538,10538,+40.9386370,-073.7559056
1056,10541,10541,+41.3785442,-073.7544469
1057,10543,10543,+40.9526929,-073.7360405
1058,10545,10545,+41.1785912,-073.8354497
1059,10546,10546,+41.1972369,-073.8004184
1060,10547,10547,+41.3133342,-073.8460386
1061,10548,10548,+41.2456965,-073.9329770
1062,10549,10549,+41.2005840,-073.7234650
1063,10550,10550,+40.9054482,-073.8352533
1064,10552,10552,+40.9244599,-073.8261153
1065,10553,10553,+40.9085841,-073.8216523
1066,10560,10560,+41.3405273,-073.5976089
1067,10562,10562,+41.1944804,-073.8252539
1068,10566,10566,+41.2894700,-073.9178230
1069,11109,11109,+40.7451154,-073.9569284
1070,11201,11201,+40.6936820,-073.9896934
1071,11735,11735,+40.7327467,-073.4327885
1072,11738,11738,+40.8381897,-073.0382208
1073,11739,11739,+40.7293706,-073.1598741
1074,11740,11740,+40.8654007,-073.3612919
1075,11741,11741,+40.7948283,-073.0703305
1076,11742,11742,+40.8100106,-073.0414255
1077,11743,11743,+40.8833864,-073.4236415
1078,11746,11746,+40.8142683,-073.3622764
1079,11747,11747,+40.7885280,-073.4072977
1080,11749,11749,+40.8067378,-073.1708913
1081,11751,11751,+40.7304856,-073.2139238
1082,11752,11752,+40.7571141,-073.1740117
1083,11753,11753,+40.7897216,-073.5399106
1084,11754,11754,+40.8855663,-073.2498798
1085,11755,11755,+40.8577969,-073.1168176
1086,11756,11756,+40.7245666,-073.5163326
1087,12043,12043,+42.6939695,-074.5305063
1088,12045,12045,+42.4825551,-073.8005321
1089,12046,12046,+42.5094652,-073.9235205
1090,12047,12047,+42.7840544,-073.7262194
1091,12051,12051,+42.3455254,-073.8425435
1092,12052,12052,+42.7544702,-073.4784266
1093,12053,12053,+42.7575431,-074.1908657
1094,12054,12054,+42.6085473,-073.8644163
1095,12056,12056,+42.7647853,-074.0951498
1096,12057,12057,+42.9688921,-073.3462868
